timestamp,visitorid,itemid,event,transactionid
1764942441995,1144,100259,view,
1765163412995,1150,100123,view,
1764634662995,1077,100100,view,
1765735564995,1039,100484,view,
1765372511995,1030,100457,view,
1766277586995,1106,100317,transaction,tx_21
1765078947995,1032,100475,view,
1764618381995,1054,100195,view,
1764769754995,1141,100437,addtocart,
1765557412995,1018,100071,view,
1765077800995,1087,100499,addtocart,
1766241737995,1175,100358,view,
1764959021995,1015,100096,view,
1766229170995,1190,100303,view,
1764949252995,1101,100296,view,
1764625726995,1031,100180,view,
1765022019995,1176,100169,view,
1764775733995,1185,100392,view,
1765199084995,1022,100359,view,
1764619313995,1170,100126,view,
1764985925995,1172,100062,view,
1765176096995,1197,100252,view,
1764875060995,1043,100166,view,
1765021117995,1136,100388,view,
1765147602995,1174,100268,view,
1764896219995,1143,100138,view,
1764841267995,1005,100498,view,
1767017261995,1056,100448,view,
1765096448995,1100,100208,view,
1764713135995,1070,100354,view,
1765566603995,1063,100138,view,
1765158828995,1025,100490,view,
1767175569995,1018,100014,view,
1765115702995,1143,100157,addtocart,
1765034405995,1147,100462,view,
1764980747995,1101,100291,addtocart,
1765135573995,1113,100476,view,
1764951051995,1099,100182,view,
1764904202995,1172,100077,view,
1767059143995,1164,100012,view,
1764871161995,1097,100495,view,
1766453941995,1128,100357,addtocart,
1764905416995,1017,100397,view,
1766890235995,1000,100248,transaction,tx_29
1765908833995,1091,100483,view,
1765069238995,1027,100016,view,
1766432555995,1109,100462,view,
1765930390995,1098,100140,transaction,tx_45
1766387024995,1073,100022,view,
1765146933995,1116,100221,view,
1766343667995,1075,100189,view,
1766122139995,1102,100151,view,
1764740250995,1068,100139,view,
1765977804995,1051,100480,transaction,tx_58
1765180949995,1144,100224,view,
1764894188995,1130,100405,view,
1766605748995,1093,100083,view,
1766258127995,1060,100409,view,
1764747478995,1131,100089,view,
1765685592995,1018,100162,view,
1764818049995,1025,100363,view,
1764651832995,1093,100035,view,
1764767870995,1041,100267,addtocart,
1764665224995,1096,100045,view,
1764879466995,1088,100488,view,
1765180772995,1098,100154,view,
1767037970995,1028,100366,view,
1766640168995,1184,100285,view,
1765060511995,1081,100242,view,
1764833147995,1175,100114,addtocart,
1766907669995,1099,100192,view,
1767188848995,1087,100375,view,
1764634453995,1030,100316,view,
1764807377995,1076,100149,view,
1766386364995,1051,100328,view,
1765573625995,1013,100331,addtocart,
1764680560995,1073,100087,view,
1764780098995,1108,100438,view,
1764978514995,1106,100492,view,
1764925781995,1073,100118,view,
1764644017995,1116,100292,view,
1765184204995,1095,100367,view,
1764628543995,1015,100248,transaction,tx_32
1764749570995,1148,100374,view,
1765179761995,1103,100422,view,
1765347646995,1047,100080,view,
1766966268995,1190,100390,transaction,tx_55
1764776281995,1004,100418,addtocart,
1764935516995,1125,100337,view,
1766120333995,1096,100041,addtocart,
1766668857995,1184,100391,view,
1765180137995,1123,100421,view,
1764711647995,1082,100131,transaction,tx_66
1764763747995,1185,100349,view,
1764909343995,1065,100163,addtocart,
1764691938995,1123,100204,addtocart,
1764861098995,1019,100350,view,
1764922553995,1125,100158,view,
1766720084995,1012,100209,view,
1764829962995,1165,100010,view,
1767153122995,1011,100047,view,
1766414962995,1052,100067,view,
1764971728995,1100,100483,view,
1765843357995,1114,100174,view,
1765181997995,1043,100173,view,
1764990036995,1114,100191,view,
1764940422995,1147,100222,view,
1765045460995,1185,100408,addtocart,
1766086090995,1093,100171,view,
1765808516995,1110,100356,transaction,tx_23
1765134835995,1063,100139,view,
1766861113995,1163,100390,view,
1765752519995,1040,100025,view,
1765121911995,1106,100448,addtocart,
1766869229995,1042,100422,addtocart,
1766184976995,1135,100489,view,
1764699017995,1047,100148,view,
1765137331995,1119,100304,view,
1766743232995,1188,100250,view,
1766187117995,1018,100036,view,
1765244748995,1189,100224,view,
1765170472995,1091,100016,view,
1764810015995,1173,100336,view,
1765332067995,1078,100461,addtocart,
1765804069995,1170,100064,view,
1764923743995,1136,100378,view,
1764709141995,1052,100357,view,
1764952290995,1089,100406,view,
1764843303995,1048,100474,view,
1766023570995,1019,100383,view,
1764666933995,1041,100412,view,
1764641663995,1129,100355,view,
1765612772995,1049,100112,view,
1766854171995,1164,100172,view,
1764657010995,1082,100189,view,
1764960610995,1000,100377,view,
1765150846995,1001,100217,view,
1764790188995,1022,100343,view,
1765833376995,1199,100151,view,
1766226680995,1051,100307,view,
1766130831995,1193,100165,view,
1765543797995,1119,100334,transaction,tx_41
1765204798995,1075,100110,view,
1765266502995,1177,100176,view,
1765173025995,1117,100106,view,
1764954266995,1036,100105,view,
1764957877995,1025,100346,view,
1765585046995,1055,100438,view,
1766115759995,1058,100079,view,
1765247502995,1104,100200,view,
1764897367995,1052,100429,view,
1765677413995,1015,100131,view,
1765176880995,1040,100029,view,
1766674418995,1081,100307,view,
1764767421995,1084,100043,transaction,tx_15
1766139373995,1102,100072,view,
1764861087995,1120,100113,view,
1767117050995,1088,100326,view,
1765206040995,1065,100205,view,
1766240100995,1183,100121,addtocart,
1764882439995,1119,100356,view,
1765196718995,1152,100310,view,
1765217419995,1010,100058,view,
1765902209995,1007,100063,view,
1765117746995,1019,100488,view,
1764680577995,1078,100444,view,
1766901732995,1044,100133,view,
1765102227995,1156,100485,view,
1764777725995,1120,100028,view,
1765329876995,1166,100164,view,
1765852933995,1011,100166,addtocart,
1766457181995,1102,100002,view,
1765202057995,1069,100440,view,
1765151263995,1018,100145,view,
1766661427995,1163,100011,view,
1766781720995,1090,100103,view,
1766465249995,1003,100047,transaction,tx_91
1765046168995,1151,100157,view,
1765665728995,1026,100009,view,
1765141922995,1013,100377,view,
1766930517995,1024,100073,view,
1767136768995,1108,100492,view,
1766047697995,1054,100047,view,
1764623838995,1041,100471,view,
1767144648995,1097,100006,view,
1764815387995,1164,100095,view,
1764746735995,1181,100165,addtocart,
1765197705995,1008,100408,view,
1765429004995,1021,100133,view,
1766317582995,1055,100357,addtocart,
1764742099995,1190,100379,view,
1765674267995,1061,100028,view,
1765100630995,1181,100033,transaction,tx_16
1766443198995,1132,100134,view,
1765273066995,1006,100487,view,
1765650852995,1113,100447,view,
1766943712995,1191,100116,view,
1765062095995,1151,100102,view,
1766948833995,1103,100233,addtocart,
1764878073995,1175,100396,view,
1764969745995,1065,100016,view,
1765015698995,1181,100126,view,
1766124205995,1027,100144,view,
1767090645995,1064,100171,addtocart,
1765980335995,1045,100374,view,
1765195975995,1008,100342,view,
1764792150995,1130,100418,view,
1765100451995,1103,100227,view,
1767065169995,1166,100275,view,
1764712477995,1120,100045,view,
1765215943995,1128,100438,view,
1767072886995,1018,100015,addtocart,
1765211289995,1186,100376,view,
1765144551995,1032,100319,view,
1767141881995,1129,100468,view,
1765198179995,1170,100187,view,
1765033826995,1073,100121,view,
1766417266995,1134,100459,view,
1764989444995,1169,100149,view,
1764639715995,1030,100358,view,
1764662579995,1119,100417,transaction,tx_82
1764682846995,1028,100224,view,
1765080583995,1125,100156,view,
1766024081995,1134,100229,view,
1765168069995,1088,100432,view,
1764691067995,1050,100159,view,
1766629890995,1064,100047,view,
1764871178995,1141,100473,addtocart,
1764831863995,1076,100471,view,
1765203734995,1154,100318,view,
1765278754995,1087,100419,view,
1767158699995,1103,100475,view,
1764918861995,1096,100083,view,
1765558832995,1129,100439,view,
1766873673995,1118,100078,view,
1765536505995,1117,100030,view,
1765679325995,1190,100393,view,
1764822135995,1086,100244,view,
1764815548995,1063,100089,view,
1764943690995,1016,100462,addtocart,
1764654197995,1085,100174,view,
1764966764995,1066,100453,view,
1765100489995,1140,100414,view,
1764826869995,1050,100153,view,
1764972234995,1138,100327,view,
1764847729995,1129,100334,addtocart,
1765727057995,1076,100402,view,
1765044388995,1034,100349,view,
1765986873995,1044,100004,view,
1765091464995,1022,100475,view,
1765952104995,1167,100144,view,
1765711723995,1010,100435,view,
1765207789995,1095,100125,view,
1765512001995,1009,100196,view,
1766391266995,1109,100487,view,
1765174340995,1155,100203,view,
1764930525995,1080,100314,view,
1764707606995,1175,100173,view,
1765046811995,1015,100335,view,
1765159352995,1055,100231,view,
1766511159995,1054,100131,view,
1765196459995,1009,100105,view,
1764770399995,1193,100073,view,
1765099957995,1050,100149,view,
1766705168995,1009,100048,view,
1765872850995,1076,100306,view,
1766418422995,1140,100329,view,
1764708532995,1022,100327,view,
1765219588995,1015,100005,view,
1766254121995,1169,100009,view,
1765921960995,1090,100172,view,
1765573454995,1137,100120,view,
1764765609995,1196,100260,view,
1764865986995,1006,100367,view,
1765931478995,1167,100009,view,
1764762088995,1156,100343,view,
1764760120995,1187,100089,view,
1766136342995,1099,100130,view,
1765007500995,1160,100353,view,
1764680887995,1031,100044,view,
1764934948995,1029,100042,view,
1764772225995,1155,100366,addtocart,
1765084353995,1023,100062,view,
1765930225995,1016,100374,transaction,tx_51
1764955037995,1106,100340,view,
1766529171995,1030,100454,view,
1766369658995,1120,100015,view,
1765151625995,1046,100119,view,
1765127745995,1192,100050,view,
1765615759995,1009,100153,view,
1765265245995,1112,100465,view,
1764812492995,1143,100083,view,
1765075627995,1094,100439,view,
1764788707995,1008,100149,view,
1764704879995,1157,100110,view,
1765196904995,1048,100476,view,
1765203344995,1137,100079,view,
1764763594995,1030,100477,view,
1766965163995,1100,100325,view,
1766318105995,1082,100132,view,
1764761518995,1156,100434,view,
1764664201995,1018,100066,addtocart,
1766733343995,1162,100317,view,
1764666028995,1010,100158,view,
1764892665995,1083,100339,view,
1766763079995,1033,100340,view,
1765885416995,1199,100185,view,
1765136030995,1146,100160,view,
1766730289995,1090,100005,view,
1764777450995,1057,100173,addtocart,
1766275234995,1158,100403,addtocart,
1765521617995,1125,100186,view,
1764697606995,1113,100471,view,
1765230141995,1017,100374,view,
1766076183995,1087,100392,view,
1766844149995,1182,100231,view,
1766149485995,1014,100479,view,
1764673690995,1181,100093,view,
1765581822995,1017,100418,view,
1764819341995,1164,100046,view,
1764928247995,1126,100391,view,
1765886788995,1013,100309,view,
1765076592995,1117,100043,view,
1764962882995,1144,100259,view,
1765058825995,1198,100486,addtocart,
1765214366995,1085,100162,view,
1764739377995,1021,100047,view,
1765013380995,1065,100448,view,
1764638408995,1106,100471,view,
1766384121995,1089,100496,view,
1764750069995,1015,100269,view,
1765017741995,1103,100393,view,
1765024458995,1098,100100,view,
1764869373995,1172,100088,view,
1764791151995,1029,100082,view,
1765065742995,1100,100233,addtocart,
1765052931995,1183,100017,addtocart,
1764893087995,1000,100375,view,
1765215916995,1106,100362,view,
1766587232995,1193,100153,view,
1767058471995,1173,100158,view,
1765529010995,1125,100270,view,
1764787861995,1029,100140,view,
1764652813995,1023,100055,view,
1766850112995,1111,100298,view,
1766123495995,1130,100357,view,
1764932825995,1020,100427,addtocart,
1764867063995,1153,100002,view,
1765032602995,1017,100432,addtocart,
1764898367995,1187,100158,addtocart,
1765628572995,1054,100020,view,
1764844944995,1170,100164,view,
1764966817995,1171,100314,view,
1765277712995,1173,100071,view,
1766501120995,1196,100094,transaction,tx_21
1764877926995,1095,100315,view,
1766748269995,1198,100452,view,
1765815096995,1150,100078,view,
1764941722995,1169,100147,transaction,tx_57
1765874596995,1179,100025,view,
1765030270995,1185,100440,view,
1764972882995,1120,100061,view,
1766893221995,1192,100131,view,
1765132177995,1062,100175,view,
1765188564995,1088,100307,addtocart,
1764982356995,1147,100379,view,
1764690010995,1121,100183,view,
1765817505995,1187,100477,addtocart,
1766798410995,1114,100133,view,
1764745210995,1119,100417,view,
1765476660995,1022,100418,view,
1765303134995,1004,100105,view,
1765583823995,1027,100077,view,
1765307934995,1063,100170,addtocart,
1765145816995,1010,100026,view,
1767137149995,1101,100411,view,
1764872237995,1085,100365,view,
1764799341995,1139,100380,view,
1765121522995,1015,100124,view,
1765769070995,1028,100092,view,
1765063003995,1125,100009,view,
1765922001995,1136,100499,view,
1765172534995,1070,100212,view,
1765083727995,1003,100149,view,
1765045811995,1196,100185,addtocart,
1766281693995,1042,100406,view,
1766339084995,1175,100231,view,
1766243131995,1030,100402,view,
1766535245995,1076,100052,view,
1764673539995,1072,100046,view,
1765150362995,1091,100306,view,
1767126777995,1158,100420,view,
1765036462995,1125,100481,view,
1764976348995,1012,100095,view,
1766303310995,1004,100172,addtocart,
1764945124995,1114,100130,view,
1765610385995,1119,100241,view,
1764737391995,1163,100013,view,
1765120847995,1054,100190,view,
1764722590995,1090,100015,view,
1765026390995,1035,100217,view,
1764885009995,1166,100035,transaction,tx_62
1764683120995,1163,100427,view,
1764680447995,1174,100378,view,
1765525881995,1190,100491,addtocart,
1767072566995,1161,100434,view,
1764893640995,1012,100131,view,
1765421989995,1073,100051,view,
1766421878995,1135,100479,view,
1764769178995,1094,100370,view,
1765948479995,1115,100146,view,
1765001259995,1055,100404,transaction,tx_75
1764942619995,1156,100246,view,
1764988773995,1184,100316,addtocart,
1765080329995,1120,100154,view,
1765324867995,1130,100387,view,
1766411915995,1070,100170,view,
1764696670995,1198,100400,view,
1765095700995,1186,100042,view,
1764966151995,1084,100334,transaction,tx_52
1764965385995,1140,100219,view,
1765186040995,1081,100461,addtocart,
1764663731995,1124,100481,view,
1764896471995,1091,100161,view,
1765145645995,1097,100329,view,
1765054277995,1099,100155,view,
1765302455995,1095,100128,view,
1764892883995,1147,100077,view,
1765173798995,1109,100292,view,
1764861619995,1187,100422,view,
1765987574995,1198,100342,view,
1765019433995,1152,100413,view,
1765733050995,1195,100327,view,
1765710489995,1046,100068,view,
1764914176995,1167,100122,view,
1764696482995,1000,100437,view,
1765937373995,1110,100189,view,
1766826160995,1021,100058,addtocart,
1764850134995,1188,100002,view,
1765026911995,1107,100080,view,
1765290797995,1090,100003,view,
1764635066995,1121,100270,view,
1766973110995,1115,100192,view,
1765473210995,1167,100169,view,
1764844650995,1002,100073,view,
1765016894995,1040,100027,view,
1766417015995,1185,100337,view,
1765066208995,1048,100468,view,
1765536440995,1123,100363,view,
1765120566995,1051,100309,view,
1765428997995,1014,100263,view,
1765932480995,1157,100020,view,
1765084183995,1169,100001,transaction,tx_37
1765202324995,1132,100112,view,
1764815909995,1087,100350,view,
1766300336995,1187,100097,view,
1764957808995,1060,100236,view,
1765690120995,1116,100176,view,
1766282970995,1156,100333,addtocart,
1765922601995,1197,100014,addtocart,
1766664335995,1167,100191,view,
1767058676995,1010,100002,view,
1765852280995,1019,100465,view,
1765533589995,1179,100343,view,
1765106282995,1154,100147,view,
1765033653995,1018,100151,view,
1764795960995,1057,100079,view,
1765990781995,1007,100033,view,
1766306197995,1027,100018,view,
1764635240995,1180,100150,addtocart,
1766999419995,1195,100220,view,
1764669448995,1108,100068,transaction,tx_51
1766371771995,1170,100105,view,
1764728077995,1035,100217,view,
1764769044995,1104,100199,view,
1764616601995,1064,100164,view,
1764909334995,1181,100191,view,
1765116114995,1009,100049,view,
1764705314995,1086,100034,view,
1767194046995,1163,100432,view,
1764643085995,1142,100366,transaction,tx_87
1766986780995,1153,100077,view,
1765160906995,1153,100005,view,
1767021738995,1015,100163,view,
1764733088995,1130,100337,view,
1765021510995,1195,100452,view,
1765005149995,1002,100085,view,
1765336779995,1013,100394,view,
1765508007995,1101,100361,view,
1765258009995,1014,100257,view,
1765086136995,1121,100163,view,
1764778418995,1039,100360,view,
1764968399995,1157,100158,view,
1764754280995,1156,100227,view,
1764622448995,1044,100113,view,
1766296261995,1089,100416,view,
1764983466995,1058,100200,view,
1767178969995,1008,100112,view,
1767205343995,1019,100466,view,
1764722243995,1146,100045,view,
1764787729995,1078,100407,view,
1764860661995,1078,100499,transaction,tx_14
1765985218995,1088,100406,view,
1766801953995,1076,100327,view,
1764820860995,1190,100314,view,
1765001715995,1133,100376,view,
1764754488995,1026,100057,view,
1765101852995,1164,100122,view,
1764763887995,1101,100090,view,
1765577431995,1181,100169,view,
1764895927995,1068,100037,view,
1765097747995,1114,100018,view,
1766804135995,1039,100434,view,
1766632808995,1161,100351,view,
1765308771995,1065,100449,view,
1766860079995,1090,100043,view,
1764775445995,1078,100429,view,
1765043117995,1013,100500,view,
1766919012995,1167,100179,view,
1766142182995,1101,100080,view,
1765210884995,1018,100158,view,
1766709151995,1126,100346,addtocart,
1766434550995,1157,100084,view,
1764693768995,1109,100338,view,
1764644961995,1008,100238,view,
1764624069995,1153,100106,view,
1765170671995,1199,100052,view,
1764858193995,1094,100402,view,
1764727487995,1129,100388,view,
1765536625995,1189,100198,view,
1766622919995,1180,100109,view,
1765085870995,1100,100274,view,
1765568242995,1028,100255,view,
1765782341995,1102,100124,transaction,tx_26
1764812289995,1121,100088,view,
1764944138995,1046,100149,addtocart,
1765449433995,1012,100431,view,
1765503446995,1128,100320,view,
1766016111995,1177,100014,view,
1764924479995,1199,100111,view,
1765579014995,1136,100400,view,
1764872571995,1114,100183,addtocart,
1764705061995,1194,100362,view,
1764967172995,1188,100099,view,
1765008275995,1169,100136,transaction,tx_36
1764811869995,1183,100024,view,
1765008728995,1150,100133,view,
1765112239995,1108,100240,view,
1765133291995,1126,100433,view,
1765210828995,1079,100120,view,
1765203182995,1051,100478,view,
1764670695995,1036,100070,view,
1765048412995,1106,100415,view,
1764982249995,1133,100398,view,
1765110809995,1043,100188,view,
1764630303995,1089,100346,view,
1766539468995,1055,100337,view,
1765309007995,1107,100315,view,
1764720248995,1032,100478,transaction,tx_45
1764761939995,1152,100268,view,
1766931347995,1051,100328,view,
1765350830995,1013,100454,view,
1766651133995,1082,100044,view,
1764982986995,1128,100331,view,
1767066063995,1052,100351,transaction,tx_28
1766654023995,1197,100011,view,
1764847421995,1020,100342,view,
1766899106995,1169,100072,view,
1765021526995,1049,100029,view,
1764762684995,1100,100324,addtocart,
1764733364995,1120,100071,view,
1766823549995,1038,100345,view,
1765007892995,1138,100409,view,
1767058116995,1006,100051,view,
1765501711995,1052,100334,view,
1764676904995,1110,100367,view,
1765011626995,1131,100196,view,
1765888096995,1146,100126,view,
1765321922995,1132,100090,view,
1764716375995,1039,100302,view,
1764759771995,1130,100280,view,
1764874726995,1170,100057,addtocart,
1766001965995,1042,100367,view,
1765272081995,1089,100318,view,
1765269367995,1138,100438,view,
1766767196995,1094,100302,transaction,tx_92
1765089488995,1024,100013,view,
1764972043995,1034,100138,view,
1766875701995,1148,100314,view,
1764902117995,1198,100247,view,
1765185923995,1006,100101,view,
1765243405995,1071,100092,view,
1766512963995,1077,100009,view,
1765055559995,1045,100320,view,
1765009715995,1021,100011,addtocart,
1764637744995,1024,100130,view,
1764883211995,1177,100076,view,
1765942776995,1143,100079,view,
1765887095995,1064,100052,view,
1764843806995,1092,100068,transaction,tx_96
1764765809995,1024,100064,view,
1764953082995,1144,100306,view,
1764889846995,1066,100485,view,
1764733510995,1100,100492,view,
1764793619995,1081,100225,view,
1764937961995,1063,100265,view,
1766824269995,1174,100178,view,
1765066135995,1033,100087,addtocart,
1765201545995,1031,100078,addtocart,
1765152311995,1013,100364,view,
1766955546995,1006,100166,view,
1766328041995,1099,100187,view,
1766439229995,1166,100239,view,
1767155613995,1050,100069,view,
1765213166995,1049,100297,view,
1765215636995,1002,100093,view,
1764816929995,1192,100041,view,
1764714771995,1164,100070,view,
1765005716995,1183,100259,view,
1765648792995,1113,100349,view,
1764852819995,1148,100224,view,
1766765648995,1079,100061,view,
1765110695995,1064,100117,view,
1767174447995,1100,100495,view,
1764860285995,1038,100307,view,
1764630152995,1124,100293,view,
1765115819995,1171,100433,view,
1764827525995,1006,100218,view,
1765082472995,1007,100341,view,
1766629320995,1058,100010,view,
1765173644995,1175,100403,view,
1764911657995,1047,100138,addtocart,
1766806083995,1090,100015,addtocart,
1764801810995,1090,100132,addtocart,
1764849048995,1169,100162,view,
1764921107995,1189,100161,view,
1765914755995,1023,100053,view,
1766393302995,1122,100136,view,
1765089210995,1185,100359,view,
1764956864995,1188,100112,view,
1764713836995,1123,100229,view,
1765788494995,1046,100086,view,
1766295601995,1005,100399,view,
1765670227995,1155,100291,view,
1764837784995,1179,100450,view,
1766112164995,1154,100299,view,
1765401923995,1001,100098,view,
1765211582995,1011,100060,view,
1765813336995,1040,100021,view,
1764911905995,1174,100479,view,
1766734021995,1168,100184,view,
1765544259995,1082,100075,view,
1767056804995,1066,100366,addtocart,
1765190834995,1054,100036,view,
1765473961995,1063,100163,view,
1764697854995,1092,100135,view,
1767133803995,1024,100018,view,
1765094354995,1182,100450,view,
1765062585995,1075,100170,addtocart,
1766943545995,1074,100272,view,
1766928464995,1189,100358,view,
1764774550995,1194,100182,view,
1765150218995,1089,100354,view,
1764617671995,1114,100137,view,
1765214345995,1052,100390,transaction,tx_71
1765157263995,1010,100197,view,
1766357777995,1115,100058,view,
1765103607995,1157,100081,view,
1765208033995,1140,100153,view,
1766746071995,1108,100045,view,
1765071965995,1055,100456,view,
1765239980995,1055,100051,view,
1764718446995,1147,100467,addtocart,
1764801927995,1167,100095,view,
1764731279995,1124,100259,view,
1765152259995,1032,100332,transaction,tx_75
1765342946995,1094,100404,view,
1767185648995,1168,100046,view,
1764807344995,1044,100026,transaction,tx_82
1764934394995,1078,100427,view,
1764733954995,1095,100428,view,
1765473224995,1057,100050,view,
1764830395995,1086,100045,view,
1767062362995,1198,100435,view,
1765806328995,1134,100321,view,
1765468566995,1105,100333,view,
1765880228995,1158,100366,view,
1765084154995,1032,100437,transaction,tx_78
1764687895995,1023,100039,view,
1765115839995,1189,100471,view,
1766804541995,1145,100390,view,
1766417320995,1138,100378,view,
1767019196995,1197,100316,view,
1765173603995,1054,100010,view,
1764866576995,1184,100302,view,
1765138510995,1015,100281,view,
1765155481995,1135,100493,view,
1764984752995,1197,100149,view,
1764825311995,1142,100403,view,
1766429741995,1174,100153,view,
1765132015995,1101,100169,view,
1765718879995,1065,100067,view,
1765416173995,1007,100141,view,
1765043946995,1052,100335,view,
1766013032995,1084,100085,view,
1767153437995,1124,100094,view,
1766061838995,1007,100143,view,
1765450121995,1187,100074,view,
1764885859995,1173,100156,view,
1764751897995,1080,100329,view,
1766511266995,1099,100020,view,
1766752648995,1199,100074,view,
1764989979995,1189,100003,view,
1766782902995,1168,100040,transaction,tx_65
1765102627995,1059,100197,view,
1764943390995,1004,100415,view,
1766837358995,1125,100265,transaction,tx_22
1766128776995,1091,100023,addtocart,
1765024931995,1132,100166,view,
1764949521995,1176,100068,view,
1764839390995,1087,100372,view,
1765537787995,1134,100500,transaction,tx_29
1764963254995,1009,100083,view,
1765199492995,1002,100025,view,
1764961532995,1028,100467,addtocart,
1765123023995,1017,100316,addtocart,
1766694911995,1071,100432,view,
1764893658995,1030,100406,view,
1766555977995,1059,100158,view,
1764861575995,1027,100410,view,
1765080916995,1073,100165,view,
1764765881995,1012,100070,view,
1764983319995,1028,100302,view,
1766605874995,1178,100384,view,
1766180183995,1005,100491,view,
1767089814995,1121,100165,view,
1764644302995,1022,100458,transaction,tx_36
1765987259995,1012,100380,view,
1764828450995,1158,100459,view,
1764938300995,1008,100304,view,
1765747070995,1177,100002,view,
1764729392995,1163,100356,view,
1764751442995,1089,100303,view,
1764705089995,1153,100083,view,
1766279352995,1032,100463,view,
1765076602995,1049,100451,view,
1765197656995,1199,100080,view,
1764633771995,1004,100402,view,
